a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your,BookID,target
27.0,15.0,1.0,5.0,83.0,2.0,2.0,6.0,12.0,5.0,11.0,11.0,11.0,0.0,1.0,6.0,0.0,0.0,16.0,5.0,44.0,0.0,4.0,1.0,13.0,1.0,23.0,4.0,0.0,25.0,0.0,0.0,3.0,0.0,7.0,6.0,7.0,0.0,43.0,9.0,8.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,25.0,129.0,5.0,3.0,15.0,0.0,6.0,37.0,6.0,2.0,36.0,15.0,2.0,7.0,1.0,1.0,2.0,13.0,0.0,1.0,4.0,N
30.0,6.0,1.0,5.0,62.0,2.0,1.0,17.0,8.0,7.0,9.0,12.0,11.0,0.0,0.0,3.0,1.0,0.0,18.0,9.0,30.0,0.0,8.0,3.0,8.0,1.0,32.0,0.0,5.0,23.0,4.0,0.0,2.0,2.0,12.0,7.0,7.0,3.0,51.0,19.0,4.0,1.0,2.0,1.0,2.0,7.0,1.0,0.0,2.0,16.0,141.0,2.0,5.0,9.0,0.0,4.0,38.0,4.0,2.0,35.0,8.0,2.0,7.0,4.0,1.0,1.0,16.0,7.0,0.0,4.0,N
33.0,8.0,1.0,17.0,73.0,0.0,1.0,5.0,9.0,2.0,5.0,12.0,4.0,0.0,1.0,6.0,1.0,0.0,12.0,10.0,17.0,0.0,1.0,5.0,28.0,1.0,19.0,1.0,2.0,18.0,3.0,0.0,2.0,2.0,2.0,3.0,7.0,0.0,63.0,18.0,9.0,2.0,6.0,0.0,0.0,8.0,0.0,1.0,2.0,23.0,151.0,6.0,1.0,4.0,0.0,1.0,27.0,4.0,1.0,48.0,10.0,2.0,2.0,3.0,0.0,0.0,6.0,2.0,0.0,4.0,N
29.0,7.0,0.0,11.0,92.0,1.0,1.0,7.0,12.0,6.0,10.0,5.0,8.0,0.0,2.0,6.0,0.0,2.0,15.0,8.0,25.0,0.0,2.0,12.0,34.0,0.0,15.0,3.0,2.0,11.0,3.0,0.0,5.0,0.0,0.0,8.0,3.0,0.0,42.0,15.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,3.0,16.0,123.0,4.0,2.0,5.0,0.0,3.0,57.0,5.0,0.0,26.0,9.0,1.0,7.0,1.0,4.0,2.0,18.0,1.0,3.0,4.0,N
33.0,1.0,0.0,78.0,5.0,0.0,4.0,0.0,3.0,7.0,4.0,10.0,3.0,0.0,0.0,2.0,0.0,1.0,20.0,11.0,1.0,1.0,2.0,8.0,8.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,23.0,1.0,0.0,6.0,15.0,8.0,4.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,113.0,2.0,7.0,7.0,0.0,0.0,5.0,2.0,0.0,40.0,0.0,5.0,7.0,1.0,2.0,1.0,3.0,7.0,6.0,4.0,N
48.0,11.0,0.0,68.0,11.0,1.0,0.0,3.0,4.0,15.0,3.0,16.0,5.0,3.0,1.0,4.0,0.0,1.0,19.0,6.0,1.0,0.0,2.0,3.0,9.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,22.0,3.0,0.0,10.0,16.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,124.0,2.0,2.0,2.0,0.0,0.0,5.0,4.0,3.0,32.0,1.0,9.0,8.0,1.0,0.0,2.0,0.0,5.0,6.0,4.0,N
46.0,6.0,0.0,16.0,75.0,1.0,12.0,8.0,15.0,11.0,9.0,9.0,7.0,0.0,0.0,2.0,0.0,1.0,15.0,7.0,7.0,1.0,8.0,35.0,2.0,3.0,27.0,3.0,7.0,13.0,0.0,1.0,5.0,2.0,4.0,16.0,2.0,0.0,58.0,8.0,6.0,0.0,6.0,0.0,1.0,7.0,3.0,1.0,4.0,37.0,107.0,5.0,3.0,7.0,0.0,10.0,38.0,2.0,1.0,27.0,10.0,2.0,3.0,3.0,3.0,1.0,25.0,3.0,1.0,4.0,N
37.0,16.0,0.0,39.0,37.0,4.0,0.0,8.0,4.0,7.0,9.0,10.0,7.0,0.0,4.0,3.0,0.0,0.0,9.0,16.0,17.0,0.0,0.0,49.0,2.0,1.0,15.0,0.0,1.0,12.0,1.0,0.0,3.0,1.0,3.0,13.0,4.0,2.0,50.0,18.0,12.0,4.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,16.0,112.0,2.0,2.0,6.0,0.0,2.0,16.0,4.0,3.0,50.0,3.0,7.0,5.0,5.0,1.0,0.0,13.0,3.0,0.0,4.0,N
30.0,8.0,0.0,32.0,52.0,1.0,3.0,6.0,6.0,6.0,3.0,11.0,11.0,0.0,1.0,2.0,1.0,3.0,15.0,6.0,21.0,0.0,4.0,17.0,20.0,1.0,21.0,0.0,1.0,14.0,1.0,1.0,2.0,2.0,1.0,11.0,10.0,1.0,38.0,17.0,5.0,1.0,6.0,1.0,2.0,8.0,0.0,1.0,1.0,12.0,117.0,11.0,2.0,7.0,2.0,4.0,29.0,7.0,1.0,39.0,7.0,1.0,9.0,0.0,4.0,0.0,9.0,2.0,1.0,4.0,N
36.0,17.0,0.0,70.0,25.0,0.0,1.0,3.0,2.0,11.0,2.0,19.0,2.0,0.0,1.0,3.0,1.0,1.0,18.0,2.0,4.0,0.0,1.0,10.0,1.0,0.0,6.0,0.0,0.0,11.0,4.0,0.0,1.0,1.0,0.0,25.0,3.0,1.0,18.0,18.0,3.0,3.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,8.0,108.0,1.0,6.0,9.0,0.0,0.0,8.0,9.0,1.0,61.0,2.0,2.0,9.0,1.0,1.0,0.0,4.0,13.0,0.0,4.0,N
50.0,4.0,1.0,22.0,61.0,1.0,0.0,3.0,9.0,3.0,3.0,10.0,6.0,2.0,0.0,5.0,1.0,1.0,8.0,7.0,10.0,0.0,3.0,40.0,1.0,5.0,17.0,1.0,2.0,27.0,3.0,0.0,2.0,0.0,3.0,5.0,4.0,2.0,59.0,22.0,1.0,5.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,11.0,142.0,3.0,3.0,4.0,1.0,3.0,35.0,9.0,1.0,21.0,7.0,5.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,5.0,N
36.0,14.0,0.0,26.0,38.0,2.0,4.0,6.0,10.0,4.0,0.0,15.0,8.0,2.0,10.0,3.0,0.0,0.0,7.0,3.0,4.0,2.0,2.0,18.0,10.0,6.0,18.0,1.0,8.0,6.0,1.0,0.0,4.0,0.0,7.0,6.0,5.0,3.0,54.0,19.0,7.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,22.0,79.0,4.0,4.0,3.0,2.0,3.0,29.0,4.0,0.0,14.0,10.0,7.0,4.0,1.0,1.0,0.0,16.0,2.0,5.0,5.0,N
46.0,8.0,0.0,12.0,60.0,3.0,1.0,16.0,11.0,6.0,3.0,9.0,7.0,5.0,3.0,3.0,0.0,1.0,13.0,5.0,11.0,0.0,2.0,25.0,16.0,4.0,21.0,2.0,5.0,21.0,0.0,0.0,4.0,0.0,2.0,3.0,6.0,3.0,53.0,15.0,5.0,5.0,1.0,0.0,0.0,10.0,0.0,2.0,4.0,24.0,89.0,7.0,4.0,6.0,3.0,5.0,32.0,3.0,0.0,32.0,8.0,1.0,7.0,1.0,2.0,0.0,19.0,4.0,3.0,5.0,N
33.0,11.0,0.0,30.0,41.0,2.0,5.0,5.0,12.0,6.0,3.0,10.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,3.0,21.0,16.0,5.0,22.0,2.0,6.0,26.0,1.0,0.0,1.0,1.0,17.0,4.0,5.0,2.0,34.0,12.0,7.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,13.0,61.0,0.0,1.0,8.0,3.0,4.0,33.0,3.0,1.0,33.0,12.0,10.0,5.0,1.0,2.0,0.0,13.0,1.0,9.0,5.0,N
42.0,8.0,1.0,15.0,80.0,1.0,1.0,11.0,5.0,1.0,2.0,7.0,7.0,2.0,0.0,4.0,1.0,1.0,9.0,19.0,3.0,0.0,0.0,13.0,14.0,3.0,28.0,3.0,0.0,7.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,45.0,18.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,8.0,139.0,12.0,2.0,5.0,0.0,3.0,35.0,6.0,1.0,36.0,12.0,1.0,1.0,0.0,7.0,1.0,22.0,0.0,3.0,5.0,N
37.0,7.0,1.0,25.0,34.0,1.0,2.0,11.0,12.0,6.0,4.0,7.0,7.0,2.0,1.0,9.0,0.0,2.0,17.0,6.0,11.0,0.0,3.0,5.0,20.0,4.0,18.0,5.0,3.0,23.0,2.0,1.0,1.0,0.0,2.0,8.0,1.0,6.0,39.0,9.0,7.0,2.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,11.0,142.0,1.0,4.0,4.0,0.0,7.0,32.0,10.0,2.0,33.0,4.0,5.0,2.0,2.0,4.0,2.0,14.0,1.0,1.0,5.0,N
27.0,14.0,1.0,11.0,62.0,0.0,2.0,9.0,10.0,1.0,2.0,5.0,11.0,0.0,6.0,6.0,2.0,0.0,9.0,5.0,18.0,0.0,4.0,13.0,23.0,5.0,30.0,5.0,2.0,23.0,0.0,0.0,5.0,0.0,2.0,4.0,8.0,0.0,47.0,23.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,121.0,1.0,4.0,6.0,0.0,6.0,40.0,6.0,2.0,33.0,12.0,6.0,2.0,3.0,9.0,1.0,13.0,1.0,2.0,5.0,N
30.0,7.0,1.0,5.0,57.0,0.0,1.0,11.0,10.0,2.0,9.0,15.0,2.0,1.0,3.0,3.0,3.0,0.0,11.0,8.0,32.0,2.0,5.0,37.0,22.0,5.0,21.0,2.0,4.0,32.0,3.0,0.0,4.0,0.0,2.0,6.0,15.0,5.0,38.0,14.0,4.0,4.0,1.0,2.0,1.0,7.0,8.0,3.0,3.0,21.0,69.0,2.0,3.0,12.0,0.0,5.0,38.0,9.0,1.0,45.0,7.0,8.0,8.0,0.0,0.0,0.0,16.0,6.0,1.0,5.0,N
40.0,9.0,0.0,6.0,77.0,0.0,0.0,8.0,9.0,2.0,7.0,4.0,5.0,0.0,0.0,1.0,2.0,0.0,11.0,16.0,28.0,1.0,2.0,51.0,1.0,1.0,28.0,4.0,3.0,30.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,76.0,11.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,11.0,132.0,7.0,3.0,3.0,1.0,15.0,28.0,3.0,0.0,31.0,8.0,2.0,1.0,2.0,11.0,4.0,15.0,3.0,1.0,5.0,N
29.0,12.0,0.0,27.0,46.0,2.0,4.0,13.0,16.0,5.0,4.0,11.0,2.0,2.0,3.0,3.0,0.0,1.0,9.0,8.0,16.0,1.0,4.0,31.0,13.0,9.0,17.0,2.0,3.0,19.0,0.0,0.0,3.0,0.0,1.0,5.0,17.0,1.0,35.0,9.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,34.0,79.0,1.0,1.0,4.0,1.0,5.0,46.0,3.0,0.0,34.0,4.0,6.0,4.0,1.0,2.0,2.0,21.0,4.0,0.0,5.0,N
35.0,10.0,1.0,23.0,37.0,3.0,1.0,11.0,10.0,8.0,3.0,7.0,2.0,2.0,6.0,1.0,1.0,1.0,14.0,4.0,9.0,1.0,3.0,26.0,17.0,8.0,18.0,0.0,2.0,23.0,0.0,0.0,3.0,2.0,3.0,6.0,8.0,3.0,37.0,19.0,6.0,2.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,18.0,62.0,0.0,6.0,5.0,1.0,8.0,51.0,3.0,3.0,12.0,6.0,6.0,1.0,1.0,4.0,1.0,14.0,1.0,10.0,5.0,N
48.0,24.0,0.0,30.0,51.0,1.0,4.0,13.0,11.0,4.0,1.0,18.0,3.0,2.0,5.0,1.0,0.0,1.0,10.0,4.0,6.0,1.0,1.0,26.0,16.0,1.0,22.0,1.0,10.0,30.0,0.0,0.0,3.0,1.0,13.0,2.0,8.0,4.0,33.0,10.0,4.0,4.0,5.0,0.0,0.0,4.0,5.0,2.0,4.0,23.0,64.0,3.0,6.0,1.0,3.0,5.0,26.0,5.0,1.0,26.0,1.0,8.0,6.0,0.0,2.0,0.0,11.0,0.0,3.0,5.0,N
48.0,9.0,0.0,24.0,53.0,1.0,1.0,10.0,7.0,4.0,1.0,6.0,2.0,2.0,4.0,7.0,0.0,1.0,22.0,6.0,7.0,2.0,5.0,45.0,10.0,6.0,35.0,1.0,3.0,14.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,40.0,16.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,18.0,102.0,2.0,0.0,1.0,0.0,2.0,41.0,2.0,3.0,16.0,2.0,4.0,2.0,4.0,1.0,2.0,21.0,0.0,13.0,5.0,N
48.0,11.0,0.0,37.0,50.0,2.0,3.0,18.0,6.0,2.0,4.0,10.0,3.0,4.0,4.0,2.0,3.0,1.0,9.0,6.0,7.0,0.0,2.0,14.0,13.0,3.0,16.0,2.0,4.0,14.0,0.0,0.0,1.0,0.0,13.0,3.0,5.0,3.0,47.0,13.0,3.0,2.0,8.0,1.0,0.0,4.0,8.0,2.0,1.0,29.0,80.0,7.0,1.0,1.0,3.0,0.0,36.0,5.0,0.0,21.0,2.0,3.0,7.0,1.0,1.0,1.0,26.0,1.0,1.0,5.0,N
46.0,7.0,0.0,69.0,11.0,2.0,2.0,6.0,10.0,2.0,0.0,14.0,2.0,4.0,4.0,6.0,0.0,1.0,22.0,1.0,1.0,2.0,5.0,6.0,27.0,1.0,20.0,5.0,5.0,43.0,1.0,0.0,1.0,0.0,12.0,5.0,5.0,4.0,28.0,17.0,3.0,1.0,8.0,2.0,0.0,3.0,6.0,1.0,2.0,26.0,75.0,4.0,5.0,5.0,1.0,6.0,55.0,7.0,0.0,11.0,1.0,7.0,2.0,2.0,0.0,0.0,12.0,0.0,1.0,5.0,N
39.0,6.0,0.0,42.0,34.0,1.0,0.0,3.0,10.0,6.0,2.0,9.0,2.0,2.0,4.0,3.0,0.0,2.0,10.0,5.0,6.0,1.0,4.0,6.0,9.0,8.0,29.0,1.0,8.0,27.0,1.0,0.0,1.0,0.0,15.0,6.0,4.0,3.0,35.0,11.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,0.0,21.0,104.0,5.0,3.0,2.0,6.0,1.0,32.0,6.0,1.0,14.0,0.0,5.0,4.0,0.0,2.0,0.0,17.0,1.0,9.0,5.0,N
46.0,16.0,0.0,10.0,61.0,5.0,0.0,10.0,12.0,4.0,5.0,12.0,4.0,2.0,3.0,4.0,2.0,1.0,12.0,3.0,15.0,0.0,7.0,13.0,18.0,5.0,27.0,3.0,5.0,28.0,0.0,0.0,1.0,2.0,11.0,2.0,3.0,4.0,27.0,9.0,4.0,1.0,5.0,1.0,0.0,9.0,3.0,0.0,2.0,21.0,50.0,3.0,7.0,5.0,1.0,2.0,46.0,6.0,0.0,55.0,4.0,5.0,6.0,3.0,0.0,0.0,13.0,2.0,3.0,5.0,N
20.0,7.0,1.0,17.0,68.0,2.0,4.0,9.0,3.0,3.0,4.0,11.0,3.0,2.0,1.0,4.0,2.0,1.0,12.0,12.0,14.0,0.0,6.0,29.0,20.0,6.0,17.0,3.0,2.0,22.0,2.0,0.0,2.0,1.0,6.0,5.0,8.0,7.0,34.0,15.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,1.0,15.0,83.0,1.0,4.0,3.0,0.0,2.0,50.0,4.0,0.0,20.0,3.0,7.0,14.0,2.0,2.0,1.0,12.0,4.0,8.0,5.0,N
50.0,8.0,1.0,20.0,59.0,2.0,2.0,6.0,13.0,8.0,6.0,7.0,10.0,6.0,3.0,1.0,1.0,2.0,17.0,7.0,14.0,0.0,1.0,22.0,8.0,1.0,24.0,5.0,6.0,18.0,1.0,0.0,3.0,0.0,4.0,5.0,5.0,4.0,43.0,27.0,9.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,3.0,14.0,94.0,5.0,4.0,6.0,1.0,2.0,27.0,5.0,1.0,22.0,9.0,4.0,6.0,3.0,4.0,1.0,13.0,1.0,5.0,5.0,N
38.0,8.0,0.0,15.0,60.0,6.0,1.0,8.0,2.0,9.0,1.0,7.0,5.0,0.0,4.0,3.0,0.0,3.0,17.0,6.0,4.0,0.0,3.0,14.0,9.0,10.0,22.0,6.0,1.0,28.0,1.0,0.0,2.0,1.0,9.0,4.0,4.0,4.0,20.0,14.0,3.0,3.0,2.0,3.0,0.0,4.0,2.0,0.0,1.0,29.0,69.0,1.0,3.0,4.0,2.0,3.0,44.0,12.0,0.0,29.0,7.0,7.0,6.0,0.0,2.0,3.0,13.0,1.0,2.0,5.0,N
37.0,14.0,0.0,15.0,46.0,3.0,2.0,13.0,10.0,11.0,2.0,10.0,9.0,5.0,5.0,0.0,1.0,1.0,18.0,8.0,10.0,0.0,12.0,36.0,14.0,4.0,33.0,4.0,9.0,39.0,0.0,0.0,1.0,1.0,5.0,2.0,9.0,1.0,41.0,12.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,18.0,69.0,1.0,3.0,0.0,1.0,1.0,50.0,2.0,0.0,28.0,7.0,8.0,8.0,3.0,1.0,0.0,13.0,2.0,7.0,5.0,N
41.0,10.0,0.0,27.0,45.0,0.0,3.0,4.0,13.0,8.0,3.0,8.0,5.0,3.0,0.0,4.0,0.0,0.0,18.0,4.0,9.0,1.0,0.0,11.0,23.0,2.0,29.0,3.0,5.0,19.0,0.0,0.0,2.0,0.0,8.0,4.0,7.0,6.0,33.0,13.0,7.0,8.0,2.0,0.0,0.0,9.0,2.0,1.0,1.0,11.0,86.0,6.0,2.0,5.0,1.0,5.0,35.0,10.0,0.0,27.0,6.0,7.0,11.0,1.0,4.0,0.0,17.0,0.0,7.0,5.0,N
34.0,13.0,1.0,20.0,55.0,2.0,1.0,16.0,12.0,8.0,1.0,7.0,4.0,7.0,2.0,5.0,0.0,1.0,4.0,9.0,6.0,0.0,2.0,27.0,19.0,4.0,35.0,3.0,7.0,31.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,6.0,32.0,8.0,5.0,6.0,8.0,0.0,0.0,3.0,5.0,0.0,3.0,13.0,102.0,2.0,7.0,4.0,0.0,3.0,27.0,7.0,1.0,14.0,1.0,9.0,13.0,1.0,2.0,1.0,14.0,2.0,9.0,5.0,N
36.0,10.0,1.0,9.0,65.0,1.0,4.0,8.0,1.0,7.0,2.0,13.0,6.0,2.0,7.0,1.0,0.0,0.0,17.0,4.0,18.0,0.0,5.0,33.0,8.0,2.0,30.0,2.0,8.0,24.0,0.0,0.0,4.0,0.0,4.0,4.0,8.0,2.0,44.0,16.0,7.0,2.0,3.0,1.0,1.0,8.0,3.0,0.0,4.0,24.0,81.0,1.0,1.0,1.0,1.0,5.0,48.0,1.0,1.0,35.0,1.0,6.0,3.0,5.0,1.0,4.0,22.0,1.0,9.0,5.0,N
33.0,11.0,0.0,7.0,62.0,0.0,10.0,10.0,7.0,6.0,6.0,16.0,2.0,2.0,2.0,1.0,1.0,1.0,15.0,4.0,12.0,0.0,5.0,23.0,8.0,2.0,31.0,0.0,8.0,19.0,1.0,1.0,5.0,3.0,18.0,4.0,12.0,0.0,46.0,16.0,6.0,3.0,7.0,1.0,1.0,5.0,2.0,2.0,2.0,16.0,86.0,9.0,4.0,3.0,3.0,1.0,28.0,5.0,2.0,30.0,10.0,4.0,7.0,4.0,7.0,3.0,17.0,3.0,6.0,5.0,N
34.0,19.0,0.0,7.0,74.0,0.0,18.0,8.0,3.0,17.0,2.0,8.0,2.0,2.0,6.0,2.0,0.0,0.0,10.0,0.0,4.0,3.0,14.0,12.0,5.0,3.0,20.0,0.0,23.0,26.0,1.0,3.0,9.0,21.0,11.0,6.0,17.0,0.0,47.0,11.0,6.0,7.0,4.0,1.0,0.0,12.0,0.0,2.0,6.0,24.0,80.0,6.0,5.0,6.0,1.0,3.0,27.0,1.0,2.0,11.0,5.0,3.0,10.0,4.0,3.0,7.0,21.0,4.0,16.0,5.0,N
31.0,6.0,0.0,4.0,74.0,3.0,1.0,15.0,6.0,4.0,8.0,8.0,7.0,0.0,2.0,1.0,3.0,1.0,25.0,7.0,25.0,0.0,3.0,41.0,12.0,5.0,26.0,3.0,1.0,20.0,1.0,0.0,4.0,2.0,1.0,2.0,8.0,2.0,66.0,9.0,4.0,3.0,4.0,0.0,2.0,6.0,1.0,3.0,2.0,16.0,90.0,2.0,2.0,0.0,2.0,1.0,23.0,3.0,1.0,21.0,8.0,4.0,5.0,5.0,0.0,0.0,26.0,1.0,2.0,5.0,N
39.0,15.0,0.0,25.0,48.0,3.0,1.0,3.0,5.0,7.0,2.0,10.0,4.0,10.0,6.0,1.0,0.0,0.0,19.0,4.0,7.0,2.0,2.0,15.0,11.0,7.0,25.0,4.0,4.0,22.0,0.0,0.0,2.0,0.0,8.0,5.0,8.0,2.0,33.0,11.0,3.0,2.0,4.0,3.0,1.0,5.0,4.0,1.0,1.0,10.0,94.0,3.0,4.0,2.0,1.0,3.0,38.0,8.0,0.0,20.0,5.0,7.0,5.0,2.0,1.0,5.0,20.0,4.0,5.0,5.0,N
48.0,6.0,1.0,8.0,71.0,1.0,1.0,17.0,7.0,4.0,2.0,11.0,7.0,7.0,8.0,1.0,1.0,5.0,17.0,3.0,8.0,0.0,5.0,23.0,15.0,3.0,27.0,2.0,6.0,39.0,0.0,0.0,6.0,0.0,5.0,1.0,7.0,4.0,42.0,12.0,3.0,5.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,10.0,85.0,0.0,4.0,7.0,6.0,6.0,31.0,2.0,0.0,20.0,1.0,5.0,6.0,2.0,0.0,1.0,21.0,1.0,3.0,5.0,N
27.0,4.0,0.0,4.0,69.0,2.0,9.0,16.0,10.0,12.0,8.0,9.0,7.0,2.0,10.0,2.0,0.0,0.0,15.0,4.0,6.0,2.0,15.0,11.0,15.0,2.0,22.0,0.0,14.0,34.0,0.0,2.0,5.0,4.0,23.0,5.0,17.0,0.0,31.0,6.0,3.0,3.0,3.0,1.0,1.0,11.0,4.0,0.0,2.0,13.0,84.0,3.0,7.0,5.0,2.0,3.0,33.0,6.0,0.0,31.0,7.0,2.0,7.0,0.0,7.0,6.0,24.0,5.0,3.0,5.0,N
31.0,17.0,0.0,30.0,35.0,3.0,8.0,11.0,10.0,7.0,2.0,13.0,0.0,5.0,4.0,4.0,2.0,5.0,15.0,2.0,6.0,1.0,9.0,11.0,20.0,10.0,19.0,0.0,5.0,26.0,2.0,0.0,3.0,1.0,6.0,2.0,6.0,6.0,31.0,11.0,4.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,13.0,65.0,1.0,1.0,2.0,6.0,1.0,44.0,7.0,1.0,14.0,1.0,7.0,8.0,0.0,3.0,0.0,12.0,1.0,5.0,5.0,N
42.0,11.0,0.0,29.0,45.0,5.0,0.0,6.0,6.0,7.0,2.0,3.0,1.0,4.0,1.0,3.0,0.0,0.0,19.0,7.0,12.0,1.0,2.0,16.0,8.0,3.0,26.0,3.0,1.0,20.0,1.0,0.0,4.0,2.0,8.0,5.0,7.0,6.0,31.0,15.0,2.0,7.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,21.0,98.0,2.0,7.0,7.0,1.0,6.0,34.0,8.0,1.0,28.0,4.0,6.0,4.0,0.0,2.0,1.0,12.0,0.0,2.0,5.0,N
34.0,8.0,0.0,3.0,69.0,1.0,11.0,11.0,8.0,4.0,7.0,14.0,11.0,3.0,4.0,2.0,1.0,0.0,12.0,2.0,21.0,2.0,12.0,11.0,7.0,10.0,25.0,2.0,21.0,28.0,0.0,0.0,5.0,2.0,15.0,7.0,11.0,3.0,41.0,13.0,4.0,6.0,5.0,0.0,3.0,5.0,1.0,2.0,4.0,26.0,96.0,10.0,3.0,8.0,2.0,2.0,33.0,7.0,1.0,23.0,5.0,2.0,7.0,1.0,2.0,1.0,15.0,4.0,3.0,5.0,N
37.0,8.0,1.0,23.0,59.0,1.0,2.0,9.0,7.0,5.0,2.0,16.0,17.0,2.0,5.0,5.0,1.0,2.0,8.0,16.0,4.0,0.0,6.0,24.0,23.0,5.0,12.0,7.0,6.0,22.0,0.0,0.0,7.0,1.0,3.0,4.0,4.0,6.0,43.0,9.0,8.0,2.0,4.0,0.0,0.0,11.0,2.0,1.0,3.0,17.0,104.0,6.0,4.0,1.0,5.0,5.0,36.0,6.0,0.0,20.0,5.0,4.0,6.0,4.0,0.0,2.0,16.0,2.0,3.0,5.0,N
38.0,4.0,0.0,3.0,77.0,0.0,2.0,17.0,17.0,5.0,3.0,4.0,8.0,1.0,1.0,9.0,0.0,0.0,8.0,8.0,21.0,0.0,1.0,29.0,25.0,5.0,21.0,8.0,4.0,16.0,1.0,0.0,1.0,1.0,1.0,3.0,7.0,3.0,36.0,11.0,7.0,2.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,16.0,108.0,2.0,5.0,4.0,1.0,3.0,33.0,6.0,2.0,36.0,20.0,2.0,5.0,2.0,4.0,1.0,11.0,2.0,0.0,5.0,N
33.0,16.0,0.0,18.0,36.0,4.0,3.0,12.0,5.0,10.0,7.0,11.0,2.0,2.0,1.0,0.0,0.0,5.0,14.0,3.0,20.0,0.0,2.0,10.0,11.0,5.0,29.0,1.0,5.0,30.0,0.0,0.0,6.0,4.0,0.0,3.0,7.0,5.0,26.0,14.0,5.0,2.0,3.0,7.0,0.0,1.0,2.0,0.0,2.0,24.0,85.0,6.0,4.0,7.0,0.0,4.0,46.0,7.0,0.0,31.0,8.0,15.0,5.0,0.0,2.0,1.0,13.0,7.0,0.0,5.0,N
31.0,11.0,0.0,21.0,43.0,3.0,2.0,20.0,12.0,4.0,5.0,13.0,7.0,4.0,4.0,2.0,2.0,4.0,19.0,11.0,26.0,1.0,7.0,31.0,3.0,7.0,31.0,2.0,4.0,24.0,2.0,0.0,3.0,1.0,1.0,6.0,12.0,6.0,34.0,14.0,7.0,2.0,5.0,1.0,1.0,6.0,3.0,1.0,3.0,17.0,93.0,3.0,5.0,1.0,2.0,5.0,53.0,6.0,0.0,27.0,11.0,1.0,3.0,3.0,2.0,1.0,8.0,5.0,0.0,5.0,N
23.0,9.0,0.0,16.0,46.0,1.0,5.0,3.0,14.0,8.0,2.0,7.0,11.0,5.0,6.0,0.0,2.0,3.0,14.0,6.0,10.0,1.0,6.0,13.0,23.0,8.0,25.0,2.0,2.0,26.0,2.0,0.0,1.0,0.0,4.0,9.0,12.0,9.0,28.0,15.0,4.0,2.0,6.0,3.0,0.0,2.0,3.0,2.0,2.0,14.0,87.0,3.0,2.0,1.0,4.0,7.0,37.0,7.0,1.0,37.0,3.0,5.0,4.0,3.0,6.0,3.0,14.0,3.0,6.0,5.0,N
38.0,8.0,1.0,30.0,35.0,0.0,1.0,8.0,8.0,7.0,2.0,12.0,1.0,2.0,9.0,6.0,0.0,2.0,20.0,4.0,10.0,2.0,3.0,4.0,15.0,6.0,23.0,5.0,3.0,24.0,1.0,0.0,0.0,0.0,3.0,7.0,8.0,3.0,30.0,5.0,5.0,6.0,3.0,3.0,0.0,5.0,0.0,5.0,1.0,30.0,86.0,6.0,9.0,5.0,2.0,4.0,53.0,5.0,0.0,30.0,6.0,4.0,7.0,2.0,1.0,1.0,8.0,3.0,2.0,5.0,N
