Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure,target
25.0,3.0,3.0,1.0,1.0,1.0,2.166418256379826,2.0,0.0,P
33.255453197810475,4.0,4.0,1.0,0.0,0.0,2.7445468021895274,3.7445468021895274,0.0,P
47.0,4.0,3.8603682587585926,4.860368258758593,1.0,1.0,2.720736517517185,2.1396317412414074,0.0,N
35.0,3.6363417074826,4.0,4.0,0.3636582925174,0.0,1.0,4.0,0.0,N
26.0,2.0,2.4411238084663376,3.5588761915336624,1.0,1.0,3.0,4.0,0.0,N
46.23373324900805,3.0,1.2337332490080444,5.0,1.0,1.0,3.2337332490080444,2.4674664980160887,0.0,P
26.315983894893257,3.0,4.0,2.0,1.0,1.0,3.0,2.6840161051067413,0.0,N
37.800685380576915,1.199314619423085,3.0,4.0,1.0,0.19931461942308493,2.0,2.199314619423085,0.0,P
36.0,4.0,4.0,4.0,0.0,1.0,1.0,4.0,0.0,N
24.767092130637508,2.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,P
35.0,4.0,4.0,2.0,1.0,0.8513046202038352,2.0,4.0,0.0,N
31.98470852061986,3.0,3.0,1.9847085206198631,1.0,0.0,3.0,4.0,0.0,N
22.121674963818478,3.0,2.8783250361815225,0.0,1.0,1.0,2.0,2.0,0.0,P
46.87664355722422,4.0,4.0,4.0,1.0,0.1233564427757795,1.0,4.0,0.0,N
20.130887081956182,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,N
35.07801176922393,1.0,2.0,4.9219882307760745,1.0,1.0,2.078011769223925,1.921988230776075,1.0,N
36.175733237201996,3.0,4.0,6.175733237201994,1.0,1.0,2.175733237201994,4.0,0.0,P
36.0,4.0,4.0,3.0,1.0,0.8964882659382136,1.0,4.0,0.0,N
32.069550664235756,2.0,3.0,1.0,1.0,1.0,3.0,3.0695506642357575,0.0,P
33.90254298558812,2.9025429855881213,2.0,7.902542985588121,1.0,0.0,2.0,3.0,0.9025429855881212,N
21.848945885867117,4.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,N
21.857764916723298,4.0,4.0,0.1422350832767032,1.0,1.0,1.0,4.0,0.0,P
44.848333119963044,1.848333119963042,4.0,8.151666880036958,1.0,1.0,1.848333119963042,2.848333119963042,0.0,P
48.35362750831988,2.6463724916801183,3.323186245840059,0.32318624584005917,1.0,0.6768137541599408,1.0,2.323186245840059,0.0,P
25.961073049374534,2.0,3.0,2.0,1.0,1.0,2.0,3.0389269506254664,0.0,N
29.0,2.0,3.5444136907042134,3.0,1.0,0.0,3.0,2.5444136907042134,0.0,N
30.24121731505646,2.241217315056458,3.0,2.0,1.0,0.0,2.0,3.758782684943542,0.0,P
28.0,1.2901630776771742,1.0,2.709836922322826,1.0,0.7098369223228257,3.0,1.5803261553543486,0.0,P
43.96249161320229,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,N
30.364769401190344,3.0,4.0,2.635230598809656,1.0,1.0,3.0,3.0,0.0,P
23.0,4.0,4.0,1.92968776059287,1.0,1.0,3.0,4.0,0.0,N
36.0,4.0,4.0,4.0,0.0,1.0,1.0,4.0,0.0,N
37.40195076279535,2.4019507627953525,3.5980492372046475,5.0,1.0,1.0,1.0,4.0,0.0,P
28.0,2.5155619450070987,3.5155619450070987,5.484438054992902,1.0,1.0,2.0,4.0,0.0,N
47.0,1.088078105995653,2.176156211991306,2.0,1.0,1.0,2.088078105995653,2.911921894004347,1.0,P
43.0,2.0500481347527635,3.0,2.9499518652472365,0.0,0.9499518652472366,2.0500481347527635,3.0500481347527635,0.0,P
20.540231594623204,3.0,3.0,2.0,1.0,1.0,2.0,3.459768405376794,0.0,N
44.89343578520741,1.106564214792594,1.106564214792594,0.10656421479259393,0.10656421479259393,0.0,2.106564214792594,1.106564214792594,0.0,P
47.55603685201056,3.443963147989442,3.721981573994721,0.7219815739947212,1.0,0.2780184260052788,1.0,2.721981573994721,0.0,P
22.590560102520474,3.5905601025204743,4.0,0.5905601025204742,1.0,0.0,3.0,4.0,0.0,P
20.0,2.0,2.0,1.1220772161154553,1.0,1.0,3.0,2.0,0.12207721611545519,N
24.0,3.0,3.0,1.7612676778565337,1.0,0.23873232214346618,3.0,2.0,0.0,P
41.86659965057139,4.0,4.0,3.0,1.0,0.0,1.13340034942861,3.86659965057139,0.0,N
32.0,3.0,3.0,6.189597928047638,1.0,0.0,2.810402071952362,3.0,0.0,N
48.931485997036155,2.931485997036152,3.931485997036152,8.931485997036152,1.0,1.0,1.0,4.0,0.0,P
21.600180189536122,3.0,4.0,2.3998198104638773,1.0,1.0,1.6001801895361227,4.0,0.0,N
28.368252234084967,3.0,3.0,4.0,1.0,1.0,3.0,3.368252234084967,0.0,N
28.969345077257422,1.9693450772574237,2.9386901545148474,2.0306549227425763,1.0,1.0,3.0,1.0,0.0,P
35.59858990452594,3.0,4.0,6.598589904525938,1.0,0.5985899045259381,2.0,2.0,0.0,N
32.8983154236728,2.0,3.0,1.8983154236727953,1.0,1.0,3.0,2.1016845763272047,0.0,P
29.337409090198207,2.0,4.0,4.0,1.0,0.0,1.6625909098017944,4.0,0.0,N
44.76248441057075,1.762484410570749,4.0,2.0,1.0,0.2375155894292511,1.762484410570749,3.7624844105707487,0.0,N
47.79100091447228,4.0,4.0,4.791000914472276,1.0,1.0,1.0,4.0,0.0,P
30.0,1.9032370653004664,3.0,4.903237065300466,1.0,0.09676293469953356,3.0,4.0,0.0,N
47.308519452962294,3.6914805470377097,4.0,8.0,1.0,0.6914805470377096,1.0,4.0,0.0,N
43.0,1.9912691753911504,3.0,5.9912691753911504,1.0,0.0,3.0,2.9912691753911504,0.0,P
21.78902750017175,3.0,4.0,1.0,1.0,1.0,3.0,2.7890275001717497,0.0,N
47.0,3.1376311426775305,3.1376311426775305,2.0,1.0,1.0,1.8623688573224695,4.0,0.0,P
47.0,1.081885151853346,1.081885151853346,7.918114848146654,1.0,1.0,2.918114848146654,4.0,0.918114848146654,N
22.0,2.748211461867399,3.0,2.0,1.0,1.0,3.0,1.0,0.0,N
48.0,2.6157487545993123,3.6157487545993123,8.0,1.0,0.38425124540068756,1.0,4.0,0.0,N
23.0,2.403191452429876,3.596808547570124,4.806382904859752,1.0,1.0,3.0,3.0,0.0,P
37.21640197036694,1.7835980296330654,3.0,4.0,1.0,0.7835980296330652,2.0,2.7835980296330654,0.0,P
27.0,4.0,4.0,2.898393785671764,1.0,1.0,1.0,3.0,0.0,N
20.0,2.288646186491055,3.288646186491055,2.711353813508945,1.0,1.0,3.0,3.711353813508945,0.0,P
41.0,4.0,4.0,4.0,0.07765232020774337,1.0,1.0,4.0,0.0,N
16.39298570873242,2.0,3.6070142912675767,1.0,1.0,1.0,3.0,3.2140285825351533,0.0,P
36.0,4.0,4.0,3.0,0.0,0.9298424094077847,2.0,4.0,0.0,N
44.822891543101065,3.0,3.0,8.177108456898932,1.0,1.0,1.822891543101068,2.645783086202136,0.0,N
28.0,3.167722063161384,4.0,5.0,1.0,0.8322779368386158,2.167722063161384,4.0,0.0,P
22.0,3.0,4.0,1.0,0.576698189444017,0.0,1.0,4.0,0.0,N
32.0,1.1772645063416487,3.0,4.0,1.0,1.0,3.0,2.8227354936583513,0.0,N
30.0,4.0,4.0,2.0,0.667137975875582,0.667137975875582,3.667137975875582,3.0,0.0,N
44.0,4.0,4.0,3.0,1.0,1.0,1.5758534915467455,4.0,0.0,P
41.94147475252033,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,N
45.0,3.9618907056524613,4.0,0.0,1.0,1.0,1.9618907056524613,3.9618907056524613,0.0,P
33.0,3.5444456222025744,4.0,2.5444456222025744,1.0,1.0,1.0,4.0,0.0,N
22.0,4.0,4.0,1.3721423888420345,1.0,1.0,1.0,2.3721423888420343,0.0,N
28.619118634739817,1.6191186347398165,4.0,2.0,1.0,0.6191186347398167,2.6191186347398165,2.3808813652601835,0.0,P
24.62228926095214,3.0,3.0,2.622289260952139,1.0,1.0,3.0,3.0,0.0,N
45.0,2.6632275704479373,3.3367724295520627,8.0,1.0,1.0,2.0,3.0,0.0,N
27.54503845815298,2.0,2.0,1.0,1.0,0.5450384581529801,3.0,2.0,0.45496154184701987,P
20.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,P
46.49727927904216,1.0,2.0,7.0,1.0,0.5027207209578414,3.0,1.4972792790421585,0.5027207209578414,P
36.0,2.7421506707235546,3.0,5.0,1.0,0.25784932927644544,1.2578493292764454,3.0,0.0,N
23.0,3.0,2.0,0.11147775127656523,1.0,1.0,2.1114777512765652,2.1114777512765652,0.0,P
19.0,3.0,3.0,2.0758486430778262,1.0,1.0,2.9241513569221738,2.0758486430778262,0.0,P
32.0,2.0,3.7064289445837604,4.0,1.0,1.0,3.0,2.0,0.0,P
17.0,2.0,2.0,0.2917374107404219,1.0,0.2917374107404219,3.0,2.0,0.0,N
