Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,target
32.5,79.2,2.8,15.5,24.4,9.0,1.57,5.0,479.0,Moderate
32.8,89.1,18.0,32.4,44.1,16.1,1.64,4.3,734.0,Poor
25.8,56.3,5.0,9.5,20.9,2.5,0.98,14.1,410.0,Good
27.3,103.2,38.7,45.3,29.0,11.5,1.37,11.8,477.0,Poor
32.0,63.1,21.3,36.9,33.6,24.0,2.03,4.0,746.0,Poor
26.6,45.9,14.2,20.1,23.5,3.2,1.23,14.0,454.0,Good
24.8,41.0,4.7,11.8,13.7,2.5,0.94,13.5,538.0,Good
26.2,46.4,34.2,40.9,26.1,7.2,1.13,12.5,358.0,Good
30.7,53.5,4.9,11.5,22.9,8.8,0.98,13.7,429.0,Good
18.0,66.7,3.3,6.1,11.3,5.3,0.82,14.6,517.0,Good
38.5,103.0,12.2,37.4,40.5,19.5,1.89,7.2,527.0,Poor
23.6,84.3,8.8,20.2,33.2,9.2,1.23,9.1,477.0,Moderate
35.0,55.8,12.9,17.8,26.2,13.8,1.65,6.2,313.0,Moderate
30.8,62.2,11.8,37.1,29.1,17.0,1.91,4.4,629.0,Poor
31.2,99.0,29.4,59.3,38.7,18.5,1.79,11.0,639.0,Hazardous
22.7,76.8,12.9,15.2,21.9,4.9,0.99,18.6,410.0,Good
38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514.0,Poor
28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344.0,Good
33.5,90.8,7.0,14.0,31.1,9.1,1.77,6.9,672.0,Poor
24.0,86.1,27.9,40.8,17.3,7.3,1.36,9.9,491.0,Moderate
40.3,120.5,9.7,27.6,47.8,10.1,2.58,2.5,799.0,Hazardous
30.1,80.9,4.6,15.3,29.6,9.6,1.71,5.2,332.0,Moderate
32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356.0,Moderate
27.9,47.4,9.0,14.2,19.9,9.0,1.06,10.5,428.0,Good
47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643.0,Poor
25.2,76.3,0.9,6.0,22.9,5.5,0.88,18.6,590.0,Good
31.8,59.8,25.6,30.9,18.7,4.6,1.09,10.1,326.0,Good
25.1,47.4,1.9,6.0,24.0,8.4,1.0,10.9,265.0,Good
18.8,72.3,8.8,12.2,18.7,3.2,0.85,13.1,498.0,Good
26.1,60.2,7.8,18.9,22.7,11.4,1.63,11.4,551.0,Moderate
30.8,66.5,15.7,21.5,23.8,0.7,1.54,6.6,528.0,Moderate
18.9,51.4,7.2,17.2,18.5,5.8,1.44,5.7,321.0,Moderate
42.0,63.2,36.7,69.0,39.7,11.9,2.49,3.4,798.0,Hazardous
31.0,50.1,6.8,20.9,17.7,12.8,1.7,5.1,328.0,Moderate
31.6,61.9,46.9,46.9,17.9,4.0,1.46,5.4,339.0,Moderate
23.5,51.9,5.2,15.0,14.4,0.5,1.41,5.9,475.0,Moderate
21.9,80.0,1.1,6.0,21.8,11.4,1.77,6.5,642.0,Moderate
30.7,79.1,23.2,25.8,13.5,5.5,0.98,10.1,456.0,Good
19.2,66.2,16.4,44.9,18.8,7.1,2.25,4.4,799.0,Poor
23.0,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581.0,Good
21.5,83.1,19.3,25.4,12.9,3.2,1.13,10.5,335.0,Good
29.4,60.4,10.7,14.9,11.2,2.4,1.03,11.2,363.0,Good
30.0,78.1,38.4,55.7,30.8,16.4,1.45,5.9,739.0,Poor
22.1,79.6,1.6,4.1,20.1,3.8,1.02,14.7,376.0,Good
23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514.0,Good
28.0,52.1,54.3,60.1,14.7,9.3,1.03,13.8,268.0,Good
22.3,51.5,2.8,8.6,26.9,8.4,0.96,10.5,370.0,Good
28.6,50.0,2.4,8.1,24.5,4.3,1.71,7.3,337.0,Moderate
27.3,71.6,30.3,35.3,27.8,6.6,1.03,11.2,237.0,Good
28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368.0,Good
29.3,86.7,18.2,32.5,29.2,12.9,1.4,5.5,552.0,Moderate
40.5,76.1,52.1,80.9,35.7,10.5,2.88,7.3,640.0,Hazardous
30.7,75.8,37.3,50.0,26.0,13.6,1.34,5.9,415.0,Moderate
29.4,61.4,29.6,50.2,37.0,11.4,1.89,4.7,497.0,Poor
21.2,52.0,0.2,3.9,17.9,4.5,0.95,10.5,278.0,Good
36.1,69.4,8.3,18.9,21.2,16.6,1.1,5.1,602.0,Moderate
25.6,51.5,35.5,40.7,32.2,-1.7,1.35,7.3,378.0,Moderate
24.9,58.5,2.6,7.2,11.8,8.0,0.98,10.8,299.0,Good
31.1,68.6,32.4,43.0,22.2,14.1,2.06,3.9,417.0,Poor
37.4,51.2,75.2,85.4,25.4,8.6,1.66,5.3,450.0,Moderate
28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416.0,Good
36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732.0,Poor
33.3,76.1,2.6,10.2,24.8,9.9,1.35,6.7,321.0,Moderate
26.8,63.4,52.9,63.6,26.9,9.0,1.39,5.6,324.0,Moderate
48.3,95.4,68.6,89.2,51.8,20.4,3.36,3.3,685.0,Hazardous
27.7,59.6,6.5,10.3,15.1,6.5,1.0,11.5,314.0,Good
26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424.0,Good
27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469.0,Good
26.3,69.2,84.0,93.8,21.7,4.8,1.46,6.5,404.0,Moderate
24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463.0,Good
33.6,74.3,16.1,36.2,40.1,18.0,2.24,3.4,655.0,Poor
33.2,66.6,0.0,8.7,33.6,2.4,1.79,5.6,535.0,Moderate
20.0,48.7,1.9,10.8,24.1,4.0,1.13,10.9,448.0,Good
20.2,59.0,11.5,16.7,19.3,7.2,0.99,10.4,393.0,Good
31.1,66.0,4.5,6.0,24.2,7.7,1.57,6.4,694.0,Moderate
22.4,59.7,0.6,8.0,19.9,4.5,0.99,11.1,484.0,Good
36.5,89.2,40.9,61.0,25.0,1.8,1.85,3.5,687.0,Poor
22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265.0,Good
36.0,71.3,5.3,25.4,33.0,14.6,1.73,5.2,677.0,Moderate
29.7,72.5,1.6,14.0,33.4,9.4,1.72,6.6,315.0,Moderate
30.4,80.4,2.7,21.0,38.4,14.3,3.11,3.3,856.0,Hazardous
35.3,92.3,13.3,24.1,32.6,10.4,1.87,4.0,623.0,Poor
18.0,81.6,20.5,23.8,25.4,17.4,1.67,10.3,551.0,Moderate
40.5,69.4,26.4,34.8,33.4,25.1,1.62,5.0,501.0,Poor
24.5,68.7,2.6,8.3,18.2,7.2,0.77,10.4,253.0,Good
36.4,97.3,10.8,33.1,38.8,13.1,2.07,4.1,556.0,Poor
39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450.0,Poor
34.7,81.2,9.6,29.2,29.5,14.5,2.26,2.5,803.0,Hazardous
34.9,71.7,9.3,19.4,34.4,7.3,1.57,6.4,577.0,Moderate
36.2,128.1,28.3,47.0,46.8,23.3,1.99,3.0,485.0,Hazardous
33.7,108.8,45.3,66.0,34.5,20.1,2.29,4.6,897.0,Hazardous
39.3,64.7,22.6,34.4,38.1,12.2,1.77,3.4,406.0,Poor
38.9,80.0,53.4,66.4,42.4,23.0,2.19,5.6,695.0,Poor
28.6,50.1,3.2,15.6,26.6,4.9,1.6,5.5,566.0,Moderate
20.2,54.7,25.8,33.6,21.1,6.7,1.06,10.4,598.0,Good
33.1,72.0,30.3,48.8,30.8,11.8,1.12,6.2,341.0,Moderate
41.0,80.9,27.8,56.5,43.4,23.8,2.95,8.4,556.0,Hazardous
28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396.0,Good
20.2,55.1,13.6,10.7,23.6,5.0,0.99,12.0,585.0,Good
29.4,68.1,6.8,22.0,19.5,15.0,1.4,5.2,361.0,Moderate
23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239.0,Good
41.1,105.0,6.9,30.9,37.1,16.4,2.45,3.4,750.0,Hazardous
33.2,101.3,14.7,20.5,36.6,14.2,1.53,8.4,509.0,Poor
27.5,40.4,9.0,14.2,15.8,4.5,1.16,10.3,373.0,Good
29.9,48.7,16.4,18.6,16.7,5.8,1.1,13.6,471.0,Good
25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465.0,Good
30.0,76.4,16.2,18.9,15.9,6.3,1.05,12.3,315.0,Good
23.3,49.1,1.6,6.7,16.1,3.8,1.06,10.3,222.0,Good
35.1,60.9,5.0,12.2,19.3,20.0,1.5,5.9,576.0,Moderate
24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461.0,Good
23.5,50.8,5.5,10.7,26.4,4.1,0.8,11.3,383.0,Good
27.7,68.1,11.0,19.6,21.2,9.0,1.33,5.7,420.0,Moderate
39.8,63.6,5.0,19.4,25.1,7.4,2.27,4.5,681.0,Poor
43.1,69.1,2.4,16.6,30.0,12.2,2.08,5.9,657.0,Poor
31.0,65.1,7.6,8.9,23.4,4.2,1.11,13.7,580.0,Good
23.5,74.6,0.3,6.6,16.8,3.9,1.22,13.1,491.0,Good
40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504.0,Moderate
47.0,98.2,104.7,108.8,43.9,31.4,3.08,7.7,494.0,Hazardous
27.6,83.3,128.5,138.4,27.9,4.9,1.17,5.1,571.0,Moderate
34.9,68.1,14.5,27.0,31.2,19.5,2.11,4.4,726.0,Poor
27.7,62.4,0.2,4.6,15.3,5.7,1.06,13.3,239.0,Good
36.0,51.6,59.9,82.8,30.5,18.0,1.98,5.3,784.0,Poor
28.9,48.1,2.2,5.6,23.1,5.9,1.09,10.6,465.0,Good
30.2,62.7,3.8,11.4,13.6,7.5,1.02,15.0,270.0,Good
22.6,61.0,18.8,25.7,15.0,2.2,1.02,14.7,298.0,Good
32.2,95.9,3.0,12.3,32.2,5.5,1.38,6.6,485.0,Poor
32.6,92.5,5.4,10.9,26.2,12.9,1.32,5.6,377.0,Moderate
35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650.0,Moderate
23.6,40.4,10.7,14.1,26.6,7.4,1.03,14.7,319.0,Good
24.9,82.9,3.7,17.6,36.7,29.1,1.72,6.9,536.0,Poor
29.0,79.7,92.7,112.4,33.2,6.9,1.84,14.0,785.0,Poor
32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448.0,Moderate
39.5,94.4,32.6,51.0,37.1,28.6,1.8,4.4,654.0,Poor
31.6,59.5,9.4,14.6,29.8,10.6,1.31,6.3,344.0,Moderate
29.1,68.0,37.5,47.0,30.1,7.9,1.63,7.1,516.0,Moderate
25.9,76.7,13.8,17.9,17.4,5.0,1.2,10.3,251.0,Good
20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297.0,Good
36.5,102.2,115.9,128.0,27.8,30.8,2.22,4.9,510.0,Poor
32.3,96.1,52.9,67.1,29.6,9.2,2.44,3.9,534.0,Poor
35.0,58.7,0.6,7.1,19.9,13.2,1.58,5.1,361.0,Moderate
28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256.0,Good
20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463.0,Good
26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440.0,Good
17.2,64.4,42.7,48.7,20.8,5.9,1.08,12.6,569.0,Good
26.8,48.9,32.6,34.3,17.4,5.7,0.92,10.6,233.0,Good
33.5,96.2,22.1,41.0,41.6,15.7,2.17,4.4,596.0,Poor
31.4,76.6,2.3,7.9,24.4,7.6,1.01,13.1,570.0,Good
37.2,69.3,120.7,129.3,43.4,12.5,1.93,9.0,529.0,Poor
45.9,56.9,59.1,79.3,46.9,4.4,1.94,2.8,763.0,Hazardous
28.1,67.8,2.0,6.9,21.5,1.1,0.85,11.0,344.0,Good
23.1,67.0,2.3,8.1,18.7,7.7,1.13,10.7,543.0,Good
30.3,51.2,7.3,18.8,26.3,14.1,1.39,5.2,624.0,Moderate
45.7,100.1,2.0,21.9,31.0,10.0,2.0,4.3,477.0,Poor
16.4,40.9,25.0,28.3,19.1,4.0,1.15,12.5,459.0,Good
24.5,50.7,1.4,8.1,15.3,2.4,1.02,10.6,258.0,Good
27.8,99.6,27.2,34.4,40.4,18.4,2.06,4.7,611.0,Poor
26.8,72.5,20.7,35.2,18.5,13.2,1.72,5.4,662.0,Moderate
41.1,86.1,15.8,34.3,34.9,17.5,1.88,5.0,716.0,Poor
29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514.0,Good
31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353.0,Good
35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442.0,Good
25.4,74.2,7.8,13.0,28.0,9.8,0.97,12.3,308.0,Good
26.6,63.6,8.9,13.5,30.8,7.9,1.0,13.5,221.0,Good
24.4,79.3,12.9,18.3,26.1,5.6,1.2,21.7,449.0,Good
42.9,94.8,37.2,58.6,25.6,12.3,1.95,6.7,490.0,Poor
40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440.0,Poor
37.5,87.0,43.4,58.7,43.7,21.8,1.79,8.2,484.0,Poor
26.5,60.4,14.5,17.0,23.4,8.0,1.13,12.5,396.0,Good
27.6,73.5,18.0,24.3,24.2,5.3,0.8,17.7,311.0,Good
21.0,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569.0,Good
44.1,89.4,18.7,39.9,29.3,18.1,1.87,4.2,450.0,Poor
27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462.0,Good
34.5,45.9,2.7,8.0,28.5,4.4,0.94,12.3,384.0,Good
24.7,78.0,9.3,13.9,19.3,2.4,0.92,10.7,599.0,Good
20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416.0,Good
17.8,57.7,1.2,6.8,27.1,3.0,0.95,10.9,453.0,Good
35.1,75.6,2.8,21.0,31.9,5.9,2.06,5.5,766.0,Poor
43.6,104.2,64.7,85.9,38.6,4.5,2.72,5.8,676.0,Hazardous
23.9,70.2,4.1,6.0,24.0,1.8,1.03,12.2,458.0,Good
48.8,101.3,25.5,50.1,37.5,38.7,2.87,3.0,544.0,Hazardous
25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317.0,Good
29.4,51.6,29.3,40.2,27.9,11.2,1.72,5.8,591.0,Moderate
30.6,61.9,1.1,5.2,21.0,7.4,0.93,10.5,406.0,Good
26.9,63.4,4.7,10.2,19.4,7.5,1.03,11.0,368.0,Good
28.6,59.7,26.2,52.2,32.7,7.1,2.04,4.0,769.0,Poor
31.4,70.0,19.8,30.5,28.6,13.3,1.86,14.6,364.0,Moderate
43.7,83.8,14.1,54.0,41.9,20.5,2.47,2.9,914.0,Hazardous
29.9,96.2,16.2,29.3,35.5,18.2,1.85,3.4,444.0,Poor
24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410.0,Good
23.9,69.1,18.2,24.0,21.1,2.1,0.94,10.1,373.0,Good
42.1,80.6,30.9,41.8,36.9,12.0,2.09,4.3,437.0,Poor
22.2,98.7,13.2,35.8,24.0,12.6,1.54,3.8,471.0,Poor
42.1,74.0,3.9,21.4,34.4,20.7,1.69,3.7,611.0,Poor
23.6,45.6,7.9,9.2,20.8,6.9,1.19,11.1,521.0,Good
32.0,95.2,28.6,41.8,38.3,23.0,2.11,6.4,435.0,Poor
30.5,76.2,9.3,19.7,32.2,6.5,1.97,6.6,424.0,Moderate
33.9,74.7,3.5,15.2,31.0,10.9,1.41,7.2,678.0,Moderate
39.0,96.8,66.6,99.7,45.6,15.2,2.2,5.5,613.0,Hazardous
37.6,87.7,13.4,32.0,30.3,13.1,2.41,7.9,825.0,Poor
33.9,72.8,22.7,30.8,26.1,15.3,1.98,5.6,598.0,Moderate
33.2,62.2,6.3,15.7,19.0,1.1,1.14,11.3,546.0,Good
43.5,71.9,25.1,44.1,38.4,18.8,1.8,6.2,569.0,Poor
56.5,113.5,74.6,93.9,36.9,22.2,2.2,3.6,690.0,Hazardous
21.0,94.3,37.7,55.3,33.5,13.6,1.52,4.1,722.0,Poor
43.6,89.8,21.3,35.6,49.9,19.8,2.72,7.0,614.0,Hazardous
32.7,82.0,64.9,78.4,30.5,-1.9,1.93,3.4,766.0,Poor
31.7,59.3,6.9,16.7,29.4,7.0,1.37,11.9,323.0,Moderate
29.7,61.8,1.6,5.1,15.1,5.9,0.99,11.7,336.0,Good
23.6,69.5,2.6,7.0,19.5,6.3,1.12,14.7,512.0,Good
25.6,72.6,7.9,10.6,16.8,7.8,0.9,16.8,376.0,Good
30.2,74.5,18.3,25.0,23.3,4.2,0.87,12.0,499.0,Good
26.0,78.8,27.6,42.3,30.9,6.3,1.79,7.7,584.0,Moderate
34.4,90.0,4.9,16.4,14.6,12.6,1.71,6.8,488.0,Poor
34.1,61.4,6.8,16.3,41.3,15.3,1.57,7.3,624.0,Moderate
28.9,74.7,8.0,19.1,28.9,1.5,1.56,8.5,541.0,Moderate
40.9,93.8,3.4,26.7,44.6,10.2,1.75,3.7,759.0,Poor
29.1,79.2,3.8,12.6,29.2,-0.5,1.7,6.0,436.0,Moderate
39.2,70.1,27.4,40.3,41.0,11.1,1.91,3.6,511.0,Poor
29.1,68.1,0.7,5.2,23.4,3.9,0.84,12.6,353.0,Good
42.0,92.6,10.8,29.5,47.4,35.7,2.21,5.5,770.0,Hazardous
33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585.0,Moderate
27.1,64.1,4.0,16.0,38.1,15.2,1.9,3.5,723.0,Poor
29.5,53.9,37.4,50.4,24.1,5.2,1.47,5.1,679.0,Moderate
31.8,68.3,29.4,39.1,23.0,5.8,1.76,6.2,463.0,Moderate
23.4,69.5,5.8,12.1,19.5,7.8,1.02,12.6,412.0,Good
27.3,42.1,0.8,9.0,26.0,9.1,1.11,10.9,201.0,Good
28.8,79.7,8.8,20.2,23.1,6.5,1.48,7.5,350.0,Moderate
44.9,66.4,10.6,34.3,38.5,19.3,2.53,3.0,575.0,Hazardous
33.0,93.1,68.7,92.0,30.2,27.9,3.01,5.3,400.0,Poor
43.0,64.7,12.3,21.3,29.6,6.6,1.72,7.1,619.0,Moderate
26.5,96.7,68.7,77.0,33.2,12.9,2.05,4.7,671.0,Poor
37.5,93.5,38.5,45.1,32.7,14.6,1.74,4.0,454.0,Poor
22.9,71.8,2.8,10.5,21.4,3.0,1.04,11.6,520.0,Good
33.0,51.4,15.6,27.7,30.0,10.2,1.08,6.7,644.0,Moderate
30.3,68.3,18.8,29.0,23.9,11.2,1.47,9.6,456.0,Moderate
24.4,60.9,1.1,2.1,24.4,4.2,1.09,12.6,350.0,Good
21.0,48.4,2.0,7.4,13.3,6.4,1.12,10.1,237.0,Good
23.7,66.3,9.6,17.0,16.6,8.0,1.07,11.3,516.0,Good
20.0,71.0,15.6,21.0,20.0,6.0,0.89,14.4,575.0,Good
29.3,77.9,37.0,47.7,29.1,15.4,2.14,3.5,691.0,Poor
31.5,50.3,4.3,14.8,20.3,12.9,1.61,9.0,677.0,Moderate
33.8,72.5,24.5,36.1,26.7,7.3,1.36,7.0,433.0,Moderate
27.8,43.3,19.8,24.5,12.0,4.3,0.96,12.7,404.0,Good
30.1,95.4,2.8,10.3,21.4,13.3,1.32,5.1,333.0,Moderate
44.2,95.3,1.7,26.7,33.5,24.5,2.43,4.1,581.0,Hazardous
20.7,73.0,5.6,14.0,12.1,5.9,0.9,13.9,425.0,Good
26.6,62.2,0.2,5.9,16.5,2.8,0.88,11.0,444.0,Good
42.2,63.3,15.2,38.9,23.5,24.1,2.27,13.2,467.0,Poor
27.4,62.4,1.4,4.2,17.7,3.1,1.04,10.9,577.0,Good
41.7,76.5,3.2,19.6,49.5,24.5,1.92,8.2,698.0,Hazardous
30.1,74.1,28.6,43.6,25.6,24.2,2.19,4.7,450.0,Poor
30.6,72.7,5.2,8.5,26.0,12.3,1.1,6.1,493.0,Moderate
20.3,66.0,3.3,10.1,23.4,5.0,0.81,10.8,291.0,Good
23.2,67.2,8.0,14.3,25.1,14.3,1.57,5.4,456.0,Moderate
31.9,78.1,16.7,30.3,29.4,9.0,1.76,5.3,671.0,Moderate
35.4,55.6,72.1,81.2,33.4,12.6,1.71,5.0,296.0,Moderate
32.6,61.2,66.7,75.0,20.2,7.4,1.86,6.3,639.0,Moderate
28.4,76.8,22.0,33.3,20.4,10.9,1.46,5.8,552.0,Moderate
37.3,63.1,59.5,69.4,25.2,12.7,1.48,8.3,431.0,Moderate
35.7,60.6,2.9,11.2,30.8,14.4,1.36,10.0,627.0,Moderate
44.4,73.7,48.6,59.1,43.7,23.9,3.15,6.3,841.0,Hazardous
31.5,73.6,55.0,68.7,22.3,12.5,1.35,6.2,417.0,Moderate
23.3,50.4,6.4,13.1,26.7,3.8,1.13,12.3,237.0,Good
23.8,48.8,19.9,25.8,26.2,5.6,0.83,10.4,403.0,Good
27.8,79.0,72.5,89.7,30.3,6.2,1.81,5.2,432.0,Moderate
47.0,95.9,4.5,19.7,40.4,8.7,2.69,3.2,739.0,Hazardous
34.4,95.1,5.1,17.4,20.9,10.0,2.06,3.7,689.0,Poor
23.6,49.1,17.4,24.3,25.4,2.0,0.91,12.3,433.0,Good
31.5,105.1,4.6,9.8,32.5,21.3,1.9,6.2,786.0,Poor
26.8,54.4,2.0,8.9,22.9,1.5,0.96,19.2,588.0,Good
41.2,86.9,26.7,40.8,39.5,-0.2,1.62,5.6,783.0,Poor
25.9,68.0,6.0,9.8,26.5,7.9,1.15,10.8,575.0,Good
38.1,84.3,5.4,4.6,35.0,28.2,2.68,5.1,455.0,Hazardous
31.7,88.3,13.1,26.0,33.2,18.5,2.09,4.5,722.0,Poor
43.5,91.7,43.6,71.4,30.7,18.7,2.92,4.7,873.0,Hazardous
30.5,87.9,28.4,38.1,29.2,15.2,1.76,5.0,496.0,Moderate
21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577.0,Good
24.1,45.5,31.0,35.5,18.3,4.0,0.91,10.4,396.0,Good
28.4,83.9,28.4,32.2,33.5,9.0,1.74,6.0,425.0,Moderate
26.6,42.9,6.1,9.5,25.0,4.6,1.02,10.7,221.0,Good
19.2,73.8,4.1,7.2,14.3,4.0,1.1,10.7,448.0,Good
42.9,58.5,35.8,48.5,33.7,23.2,2.0,5.7,455.0,Poor
26.0,64.6,1.1,9.2,14.1,5.2,0.72,10.1,246.0,Good
24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415.0,Good
40.0,70.3,47.8,56.7,32.4,25.1,1.71,5.5,348.0,Poor
23.4,50.1,17.0,23.4,28.5,10.6,0.89,10.2,200.0,Good
22.6,46.8,20.5,22.9,28.3,8.7,1.03,10.9,518.0,Good
37.6,94.5,17.5,42.8,37.0,19.1,2.13,3.0,602.0,Hazardous
35.3,66.8,25.8,35.6,43.0,14.6,1.96,4.8,666.0,Poor
32.8,82.7,4.4,11.3,27.7,11.4,1.58,5.2,322.0,Moderate
34.7,69.9,29.7,43.7,29.5,11.6,1.6,6.9,398.0,Moderate
31.1,59.7,29.0,47.1,24.9,10.2,2.17,4.4,822.0,Poor
39.4,71.0,0.6,10.8,24.7,16.2,1.25,5.0,441.0,Moderate
41.2,78.8,30.7,32.2,42.1,19.0,2.53,5.0,635.0,Poor
35.0,72.3,38.4,47.6,28.4,5.5,1.24,7.6,640.0,Moderate
26.9,72.7,7.5,24.3,23.9,15.1,1.67,5.2,454.0,Moderate
21.8,78.4,17.0,20.6,21.2,3.3,0.92,10.2,203.0,Good
34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512.0,Moderate
21.1,80.4,3.7,9.6,17.6,4.5,1.0,11.3,333.0,Good
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314.0,Good
23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606.0,Good
35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611.0,Moderate
39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418.0,Moderate
22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324.0,Good
21.9,65.2,0.5,2.0,15.4,4.4,0.81,12.7,216.0,Good
27.1,66.8,11.1,15.6,16.1,5.7,0.98,11.1,346.0,Good
30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640.0,Moderate
25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600.0,Moderate
23.6,54.1,41.9,48.4,23.5,5.3,1.02,11.2,398.0,Good
41.4,86.0,25.7,35.8,39.6,4.8,1.99,6.1,449.0,Poor
18.9,44.5,0.2,2.7,14.5,1.5,0.92,11.5,590.0,Good
31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571.0,Moderate
22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256.0,Good
40.6,76.8,39.2,60.7,33.0,18.6,1.85,3.4,686.0,Poor
43.7,84.2,14.9,21.4,34.1,23.9,2.01,4.5,615.0,Poor
30.2,96.8,47.1,76.3,34.5,18.7,2.86,5.8,582.0,Hazardous
26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593.0,Good
22.9,67.6,4.0,9.7,24.3,5.6,0.9,13.6,422.0,Good
29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505.0,Good
37.5,92.0,29.0,38.5,33.0,25.2,1.86,8.1,339.0,Poor
27.9,45.8,1.7,4.8,16.1,2.4,0.95,11.8,486.0,Good
24.0,39.1,5.1,14.0,14.8,2.0,1.02,10.1,242.0,Good
40.5,100.2,65.0,81.4,39.1,17.1,1.6,5.9,553.0,Poor
26.3,64.3,73.4,81.3,11.9,3.4,0.87,10.2,390.0,Good
23.5,75.8,3.8,7.7,21.1,6.9,0.82,16.9,258.0,Good
43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387.0,Poor
33.3,73.0,7.0,23.0,24.2,6.6,1.83,9.1,734.0,Moderate
22.9,51.6,3.3,7.0,12.3,5.8,0.88,12.0,349.0,Good
34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553.0,Moderate
52.4,102.6,204.0,221.6,44.4,12.9,3.16,3.9,588.0,Hazardous
29.1,93.2,8.0,19.3,35.6,25.8,1.72,4.2,473.0,Poor
25.0,69.5,4.2,9.0,28.8,5.6,1.19,10.1,232.0,Good
35.1,95.2,39.8,74.7,43.3,30.7,2.55,5.2,610.0,Hazardous
31.6,82.6,34.2,38.6,20.8,7.6,1.83,10.4,477.0,Moderate
29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554.0,Good
26.0,69.7,13.1,17.6,18.0,2.6,1.03,11.5,245.0,Good
41.6,91.4,13.0,27.3,44.6,8.7,3.35,5.2,844.0,Hazardous
36.0,87.5,1.1,21.3,43.5,1.8,2.63,4.0,514.0,Hazardous
21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428.0,Good
29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508.0,Moderate
40.5,87.4,46.9,66.7,39.0,9.2,1.83,3.3,680.0,Poor
37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465.0,Poor
25.8,58.8,0.3,10.3,25.0,9.9,1.62,9.9,622.0,Moderate
26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556.0,Poor
50.7,104.9,2.4,9.5,41.7,21.5,2.34,4.3,861.0,Hazardous
22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485.0,Good
28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213.0,Good
33.9,76.5,3.5,8.3,21.9,10.8,1.4,5.1,345.0,Moderate
